#Table1
labels,true_labels,pred_labels,label_diffs,objID,ra,dec,r,r0,g_z0,u_g,g_z,g_r,g_i,r_i,r_z,distance
0,0,1,-1,1237661059574137153,49.5106706715106,41.8881510691392,17.35184,17.00129,0.479496,1.151405,0.7924538,0.475071,0.7002659,0.2251949,0.3173828,29.798113103971
0,0,0,0,1237661083199145340,49.3497052587801,41.2961627522599,19.4881,19.1367,2.187178,1.733004,2.500896,1.513403,2.090534,0.5771313,0.9874935,29.8536937714401
1,1,1,0,1237661055281594509,49.3050585509131,41.650954259702,14.47081,14.09556,1.580378,2.050713,1.915394,1.020817,1.512748,0.491931,0.894577,29.9613440140633
0,0,0,0,1237661055281594891,49.2837319861403,41.569055834369,17.22175,16.86081,0.9229512,1.144636,1.245199,0.5022316,0.6710262,0.1687946,0.7429676,29.9617369150627
0,0,0,0,1237661055281988858,50.4211048882726,41.1599528742314,18.22429,17.90444,0.7366381,1.392191,1.022192,0.6181202,0.8128738,0.1947536,0.4040718,30.0953872828841
0,0,0,0,1237661083199079044,49.3008178765353,41.3811309686393,17.19889,16.83648,1.454001,1.979811,1.777552,0.9287243,1.418081,0.489357,0.8488274,30.1076937087524
1,1,0,1,1237661083199079044,49.3008178765353,41.3811309686393,17.19889,16.83648,1.454001,1.979811,1.777552,0.9287243,1.418081,0.489357,0.8488274,30.1076937087524
1,1,1,0,1237661083199079544,49.2873677777939,41.4251866808067,18.88248,18.52342,1.044897,1.648746,1.365461,0.867794,1.225252,0.3574581,0.4976673,30.1083273713907
1,1,1,0,1237661060111074117,49.9764794969313,42.0146657676511,14.50536,14.09934,1.663541,2.038153,2.02602,1.027195,1.572117,0.5449219,0.9988251,30.1234420135565
1,1,1,0,1237661055818465917,49.6969855145771,41.9806120446948,15.11606,14.74978,1.341369,1.812647,1.66837,0.8832788,1.315913,0.4326344,0.7850914,30.1960645947545
0,0,0,0,1237661060111204890,50.3331335352798,41.9289843514299,14.58212,14.15871,1.229526,1.897065,1.607539,0.8241234,1.280101,0.4559774,0.7834158,30.3668297231767
0,0,0,0,1237661060111204887,50.332964562893,41.9318584299157,14.27695,13.85353,1.182422,1.470821,1.560439,0.7297134,1.154197,0.4244833,0.8307257,30.5041773181763
0,0,0,0,1237661055281595474,49.2668733078476,41.5263648618635,17.55065,17.19892,1.80024,2.169088,2.114252,1.218639,1.7131,0.4944611,0.8956127,30.5505852063689
0,0,0,0,1237661060111270783,50.4167280395728,41.8854259834874,19.13459,18.70981,1.723909,0.3591003,2.103149,0.5720959,1.422861,0.8507652,1.531054,30.6990861518405
0,0,0,0,1237661083199079574,49.2827657829803,41.3936093069691,19.02678,18.66505,0.5564173,1.240692,0.8793564,0.4421806,0.7787666,0.336586,0.4371758,30.7055545349437
0,0,0,0,1237661083199406143,49.9799372067838,41.0019206515408,14.73238,14.42508,0.3060176,1.36926,0.5803633,0.5355196,0.6925983,0.1570787,0.04484367,30.707377595725
1,1,1,0,1237661083199079244,49.3047948951003,41.3333461324292,16.79855,16.44032,1.199726,1.915014,1.519541,0.8410358,1.304974,0.4639378,0.6785049,30.8277657723748
1,1,1,0,1237661059574137084,49.4917084104085,41.9004985957316,14.91149,14.56861,1.432458,1.942652,1.738581,0.92204,1.383881,0.4618406,0.8165407,30.913521953078
0,0,0,0,1237661060111335970,50.5975011502279,41.6876454625289,15.63863,15.24009,0.3804601,1.316759,0.736269,0.6033735,0.8356962,0.2323227,0.1328955,31.0210588141389
0,0,0,0,1237661083199079585,49.2728503868999,41.3816916162151,18.24732,17.88568,0.4215097,1.186684,0.7443714,0.4894333,0.6810169,0.1915836,0.2549381,31.3143499076179
0,0,0,0,1237661083199079481,49.2564832058175,41.4395892035052,19.44196,19.09054,1.036611,1.377638,1.350351,0.8223591,1.18535,0.3629913,0.5279922,31.3396691101973
1,1,1,0,1237661083199144143,49.3059792623185,41.2975007847977,21.54359,21.19201,1.014293,1.392225,1.32818,0.9180412,1.255295,0.3372536,0.4101391,31.6030318317847
0,0,0,0,1237661060111074617,49.9052836421163,42.0396064642869,17.27948,16.88574,1.430794,1.79331,1.782312,0.8917217,1.40423,0.5125084,0.8905907,31.6446960742935
1,1,1,0,1237661055818465750,49.6637743795543,41.9971068206255,15.18591,14.82304,1.432495,1.941868,1.756459,0.9290638,1.412671,0.4836073,0.8273954,31.681410014662
1,1,1,0,1237661055281594523,49.2583291006457,41.6329482608525,17.49508,17.12873,1.454267,1.959175,1.781338,1.04707,1.510738,0.4636688,0.7342682,31.7242740122792
0,0,0,0,1237661083199079451,49.2465325839753,41.4451174180218,19.49691,19.1492,2.068559,1.109688,2.378984,1.318373,1.94486,0.6264877,1.060612,31.7369323161753
0,0,0,0,1237661055281594421,49.2842438443606,41.7045780881608,16.58154,16.22656,1.614067,2.102201,1.930984,1.090538,1.554058,0.4635201,0.8404465,31.8621704876369
0,0,0,0,1237661083199080163,49.2420270776599,41.445334295808,19.29897,18.95219,1.495848,1.421982,1.805445,1.054596,1.473343,0.4187469,0.7508488,31.9360804609023
1,1,1,0,1237661083199080461,49.283487410044,41.3140801197071,19.02796,18.67194,1.2181,1.495792,1.535952,0.8884296,1.2791,0.3906708,0.647522,32.1430256826801
1,1,1,0,1237670457511249007,49.6536369464932,41.0192114952362,14.65362,14.31938,1.32468,1.920501,1.623085,0.8525095,1.300254,0.4477444,0.7705755,32.4471303574707
0,0,0,0,1237661059574595780,50.5828459137216,41.2553051931563,15.60067,15.24785,1.348703,1.680008,1.663694,0.8909025,1.311364,0.4204617,0.7727919,32.5478512054652
0,0,0,0,1237661083199079670,49.2708622239415,41.3122739854936,18.19426,17.83792,1.277066,2.250494,1.595196,0.9691048,1.345999,0.376894,0.626091,32.7112995106149
1,1,1,0,1237661083199078715,49.249038431142,41.356596999995,13.90842,13.5445,1.568522,2.08258,1.893417,0.9928551,1.486434,0.4935789,0.9005623,32.7572016095435
0,0,0,0,1237670458048120047,49.382806412098,41.1655612135106,17.59375,17.19641,1.570823,1.739153,1.925562,1.005037,1.548006,0.5429688,0.9205246,32.8649537464772
0,0,0,0,1237661060111074442,49.8575014176214,42.0590221014334,16.7579,16.36713,1.317836,2.314903,1.666704,1.036024,1.421198,0.3851738,0.6306801,32.9975120248933
1,1,1,0,1237661059574595783,50.5904926775418,41.2415948867732,14.50663,14.15495,1.39346,2.019332,1.707438,0.9471073,1.403977,0.4568701,0.7603302,33.2490389402778
1,1,1,0,1237661083199079144,49.2512998665366,41.3224446892217,19.89751,19.53634,1.306893,1.072577,1.629339,1.298235,1.215897,-0.08233833,0.3311043,33.3145052889102
0,0,0,0,1237661083199079629,49.2475173645298,41.325886015873,17.59249,17.22976,1.480813,1.558619,1.804649,0.9757576,1.498127,0.5223694,0.8288918,33.403617551375
0,0,0,0,1237661083199079629,49.2475173645298,41.325886015873,17.59249,17.22976,1.480813,1.558619,1.804649,0.9757576,1.498127,0.5223694,0.8288918,33.403617551375
0,0,0,0,1237670960021176666,49.4250721764716,41.1156249507559,17.48279,17.07238,2.368811,4.474867,2.73522,1.66448,2.29166,0.6271801,1.07074,33.4865810214468
0,0,0,0,1237661060111270035,50.4581020034618,41.9205467661767,18.15138,17.73355,0.4607608,1.388115,0.8337955,0.4099331,0.6266632,0.2167301,0.4238625,33.4996690356021
0,0,0,0,1237670457511248499,49.8005517874171,40.9643133905101,16.17495,15.85699,1.218494,2.190695,1.50236,0.9308319,1.278913,0.3480806,0.5715284,33.5809356278583
0,0,0,0,1237661060111401250,50.6822289533775,41.6290010185159,20.45706,20.06032,-1.776341,-1.43461,-1.422134,0.944788,-2.953976,-3.898764,-2.366922,33.7407128777258
0,0,0,0,1237661083199143948,49.2612760202228,41.2756095639857,17.60666,17.25892,1.8075,2.224884,2.11795,1.223053,1.714262,0.491209,0.8948975,33.9829513397348
1,1,1,0,1237661060111138987,50.1068904570071,42.070353857748,16.17444,15.74691,1.324662,1.874245,1.706353,0.9200993,1.346481,0.4263821,0.7862539,34.19451800318
1,1,1,0,1237661055281988410,50.3391547714695,41.0246258201789,15.66634,15.35761,1.270786,1.762772,1.546414,0.8491659,1.268103,0.4189367,0.6972485,34.237721371391
1,1,1,0,1237661055818400274,49.4600235807703,41.967594658347,13.95704,13.62627,1.481622,2.034743,1.776927,0.9647369,1.446553,0.4818163,0.8121901,34.9051322870784
0,0,0,0,1237661059574071869,49.2760306599565,41.8273941676392,17.52375,17.20812,2.071716,2.247715,2.353498,1.412634,1.926338,0.5137043,0.9408646,35.4841714235401
0,0,0,0,1237661060111074655,49.9794732374551,42.1043019829603,18.07262,17.67026,0.5078288,1.330738,0.8670502,0.5260277,0.7584858,0.2324581,0.3410225,35.5023863756264
1,1,1,0,1237661059574072500,49.3634825275576,41.9166021599807,14.86262,14.54443,1.462416,1.962163,1.746492,0.934885,1.386709,0.4518242,0.8116074,35.6150344970243
0,0,0,0,1237661055282054268,50.5297471843039,41.112334284405,17.60717,17.27373,0.9573414,1.974979,1.25503,0.7979031,1.07251,0.2746067,0.4571266,35.6179059291981
0,0,0,0,1237670458048119916,49.3052263592404,41.1654926559812,17.54562,17.17457,1.854683,2.074371,2.185951,1.204983,1.731142,0.5261593,0.9809685,35.6377128673807
0,0,0,0,1237670457511248224,49.6135537271712,40.9712756655696,18.37314,18.05848,0.1726402,1.381266,0.4535618,0.3756752,0.4452553,0.06958008,0.07788658,35.8157046546737
0,0,0,0,1237661055281530187,49.1530003249114,41.5955682098865,17.32498,16.99794,1.900497,2.178995,2.192465,1.241671,1.773619,0.5319481,0.9507942,35.978556101503
1,1,1,0,1237661059574596006,50.5828639706062,41.1480558524049,15.28997,14.94442,1.214543,1.987999,1.523049,0.9137974,1.353963,0.4401655,0.609252,36.0726181092067
0,0,0,0,1237661055818400418,49.5094031203789,42.0184649487747,16.73773,16.40192,0.4542071,1.267141,0.754015,0.4998875,0.674736,0.1748486,0.2541275,36.088738064764
0,0,0,0,1237661059574596781,50.620634164573,41.1817977098067,17.37785,17.02805,0.9560581,1.833467,1.268347,0.8001308,1.080767,0.2806358,0.4682159,36.2852102443168
1,1,0,1,1237661083199078708,49.1790722767687,41.3248987108148,12.32921,11.95804,1.566699,1.820813,1.898073,1.037848,1.576323,0.538475,0.8602257,36.3371863267951
1,1,1,0,1237661083199079644,49.2134396725706,41.255767695952,15.30739,14.96337,1.228351,1.719038,1.535485,0.8464794,1.241166,0.3946867,0.6890059,36.4418233420657
1,1,1,0,1237661083199471975,50.2683354725156,40.9547157232033,15.23013,14.91515,1.413193,1.949722,1.6944,0.8856936,1.367972,0.4822788,0.8087063,36.51118686933
0,0,0,0,1237661083199079436,49.1598467942621,41.3603819153231,17.59345,17.22563,3.049234,2.706192,3.37762,1.519245,2.717966,1.198721,1.858375,36.5603427165174
1,1,1,0,1237661083199406555,50.0216265345616,40.9062377956518,14.20008,13.88698,1.144583,1.735005,1.424113,0.7356176,1.122211,0.3865938,0.6884956,36.5684585369023
0,0,0,0,1237661060111402196,50.7499979455199,41.6323363181993,16.95242,16.54581,1.860482,2.185713,2.223492,1.244482,1.750311,0.5058289,0.9790096,36.7602444659184
0,0,0,0,1237661055818924980,50.7686625117234,41.4678934573744,16.71532,16.29125,1.629637,2.071175,2.008237,1.065496,1.587433,0.5219364,0.9427404,37.0415309302146
0,0,0,0,1237661059574596258,50.6673686320564,41.2126523085706,14.43831,14.07937,0.568234,1.613779,0.88869,0.7567177,0.8460636,0.08934593,0.1319723,37.1238144700299
0,0,0,0,1237670458048119931,49.2224407532527,41.2107571670515,17.60284,17.26394,1.737206,1.927408,2.03977,1.12451,1.647514,0.5230045,0.9152603,37.3207984907497
0,0,0,0,1237661055818401198,49.5908758649711,42.0769970782354,16.8116,16.45724,1.115265,1.26972,1.431625,0.7243919,1.162943,0.4385509,0.7072334,37.3906767191743
1,1,1,0,1237661056355598369,50.5108666960756,41.9734820650858,14.52539,14.11097,1.464756,2.117164,1.834746,0.9790344,1.501211,0.5221767,0.8557119,37.4287593336698
0,0,0,0,1237661059574072371,49.2704224083103,41.8801243695276,17.53646,17.22329,2.477415,2.797422,2.757013,1.487082,2.275837,0.7887554,1.269932,37.4550217909146
0,0,0,0,1237670458048119435,49.1911195737604,41.2502476248583,16.94715,16.6041,1.824945,2.371304,2.131212,1.185606,1.720402,0.5347958,0.9456062,37.4938069827008
0,0,0,0,1237670458048119710,49.3251842130382,41.0951629449596,17.17741,16.79142,1.823501,1.94636,2.168104,1.180946,1.765947,0.585001,0.9871578,37.5973741620917
0,0,0,0,1237661056355533145,50.3919240202929,42.0448601777284,18.41097,17.98166,2.33489,2.966528,2.718166,1.542536,2.27276,0.7302246,1.175631,37.6137490905553
0,0,0,0,1237670960021111366,49.5125281499978,40.97490581775,16.77135,16.4371,0.6968657,1.515453,0.9952774,0.6255455,0.8738499,0.2483044,0.3697319,37.7678318930485
1,1,1,0,1237661055281529331,49.1146581784357,41.6270222115943,13.82937,13.51256,1.462495,1.910803,1.745333,0.9210596,1.379619,0.458559,0.8242731,37.9694285068077
0,0,0,0,1237661121850966603,49.1608997235118,41.266242194897,17.41565,17.06656,2.129307,2.958443,2.440973,1.494253,2.043756,0.5495033,0.9467201,38.3475386581908
0,0,0,0,1237661122387771659,49.0938795937997,41.5585466232934,18.52437,18.20928,1.042603,2.075142,1.323902,0.7392311,0.9958954,0.2566643,0.584671,38.3990581021411
1,1,1,0,1237661056355664912,50.6918648366703,41.833089380956,15.10928,14.66758,1.374194,1.902544,1.768535,0.945322,1.405643,0.4603205,0.8232126,38.5213779459915
1,1,1,0,1237661056355533240,50.4285451333377,42.0475495498722,16.4731,16.04488,1.326364,1.859404,1.708668,0.9178696,1.392744,0.4748745,0.7907982,38.6401646615763
0,0,0,0,1237661056355664104,50.6836449324582,41.8512047165771,19.0059,18.56494,0.8602902,1.660572,1.253963,0.7534351,1.016186,0.2627506,0.5005283,38.7561187637626
1,1,1,0,1237661059574596348,50.7209368086076,41.2300502890432,14.87551,14.51006,1.603257,1.824485,1.929524,0.9887037,1.565883,0.577179,0.9408207,38.7775499646473
1,1,1,0,1237661055281529139,49.1546377561941,41.789265232571,15.47323,15.14341,1.482039,1.920444,1.77649,0.9497032,1.422047,0.4723434,0.826787,39.1854828191969
0,0,0,0,1237661056355599756,50.6136396777001,41.9375401903305,17.13341,16.72466,1.703414,2.195465,2.068342,1.105654,1.624189,0.5185356,0.9626884,39.2491687698182
0,0,0,0,1237661060111401930,50.7700694512557,41.7542798736106,14.95202,14.52391,2.300051,3.206179,2.682261,1.724278,2.412503,0.6882248,0.9579821,39.6577295753175
1,1,1,0,1237661056355467624,50.2509863621935,42.1422681125483,14.81149,14.38684,1.465671,2.071053,1.844787,0.9868488,1.476839,0.4899902,0.8579378,40.1265807567434
0,0,0,0,1237661083199079335,49.0848060252556,41.3322875112143,17.37789,17.00964,1.661357,2.232409,1.990122,1.119343,1.591516,0.4721737,0.870779,40.2662067962366
0,0,0,0,1237661059574071453,49.185064227473,41.8784282831725,17.95892,17.62805,0.6261535,1.352211,0.921545,0.6034603,0.820612,0.2171516,0.3180847,40.5558708039819
1,1,0,1,1237661056355467464,50.2143340635918,42.1656500625065,17.1863,16.76677,0.3262123,0.9560127,0.7007618,0.3734856,0.5423126,0.1688271,0.3272762,40.9399355136259
0,0,0,0,1237661055818399778,49.3097652974681,42.0039586126424,17.52928,17.20769,0.5428656,1.275417,0.8299828,0.5316257,0.737484,0.2058582,0.298357,40.9884692136089
1,1,1,0,1237661056355533977,50.4257847531576,42.0984227637665,15.3665,14.93911,1.381358,1.843616,1.762926,0.9287949,1.391494,0.4626989,0.8341312,41.1395765237721
1,1,1,0,1237661055282118662,50.622745654887,41.0504450153301,14.81082,14.46986,1.591008,1.767377,1.89541,1.003204,1.565378,0.5621738,0.8922052,41.2274208851291
0,0,0,0,1237661056355468698,50.3457694433509,42.1354449249521,17.91432,17.49104,0.4081165,1.252781,0.7860165,0.5052605,0.6734333,0.1681728,0.280756,41.3846632860295
0,0,0,0,1237661060111008081,49.7719870060151,42.1977103391592,18.89381,18.48163,1.218546,2.209063,1.586529,0.4832115,1.023191,0.5399799,1.103317,41.8120742809351
0,0,0,0,1237661060111467492,50.8756484938343,41.565798154594,16.11514,15.67768,1.572228,2.277065,1.96279,1.03977,1.504487,0.4647169,0.9230204,41.8384819394032
1,1,1,0,1237661056355598960,50.6945934204297,41.9412303787257,16.10706,15.67375,1.151814,2.217302,1.538662,0.8013039,1.242857,0.4415531,0.7373581,42.2070177234088
1,1,1,0,1237670457511182781,49.7058490785794,40.8275889370729,14.90032,14.57872,1.334998,1.862329,1.62212,0.8580294,1.284183,0.4261532,0.7640905,42.5448017712488
1,1,1,0,1237670458048118944,49.112658441068,41.1802159335769,15.15598,14.82518,1.249696,1.778517,1.545025,0.8192692,1.251318,0.4320488,0.7257557,42.5472646569221
1,1,1,0,1237670960021111003,49.4702754784142,40.8972443909435,16.15599,15.82822,1.369814,1.933783,1.662439,0.8691101,1.303921,0.4348106,0.7933292,42.7540894582927
0,0,0,0,1237661121850967050,49.0570287880535,41.2620576087679,17.93994,17.59509,0.617041,1.447832,0.9249191,0.6446686,0.9045029,0.2598343,0.2802505,42.7874140569209
0,0,0,0,1237661055281529789,49.0197507763859,41.6848470319683,18.36659,18.06781,1.59445,2.352808,1.861197,1.146175,1.596228,0.4500523,0.7150211,42.8482487216383
0,0,0,0,1237661083199537291,50.3661499660058,40.8722375533118,15.5615,15.22909,1.064133,1.305347,1.360902,0.6856804,1.102632,0.4169512,0.6752214,42.8623046323215
0,0,0,0,1237661056355599831,50.6769649197897,41.975853538663,18.52508,18.09444,2.128749,2.634863,2.51321,1.616327,2.106291,0.4899635,0.896883,42.8911032686396
0,0,0,0,1237661056355401949,49.9894351197685,42.2278508405121,17.1269,16.71561,0.4715876,1.385868,0.8387814,0.5444279,0.7944069,0.249979,0.2943535,42.9275332232886
0,0,0,0,1237661083199013391,49.0021741137901,41.4080470071518,15.50514,15.14414,1.074904,1.792715,1.397194,1.081118,1.371136,0.2900181,0.3160763,42.9352774959979
0,0,0,0,1237670959484240407,49.85597818686,40.7991907590042,16.30753,15.99527,1.721606,1.517757,2.000384,0.8778858,1.592501,0.7146149,1.122499,43.0301635366501
0,0,0,0,1237661059574006613,49.1251846652232,41.8848529640606,17.48358,17.13314,1.930246,2.349323,2.243109,1.251408,1.780048,0.5286407,0.9917011,43.034410538996
0,0,0,0,1237661059574007211,49.2359089369141,41.9963304584024,27.06348,26.72954,1.091456,-3.799187,1.389593,-2.617714,-0.1638699,2.453844,4.007307,43.0443683605627
0,0,0,0,1237661055818335697,49.3339087242848,42.067375286885,18.13881,17.81364,1.206254,1.918421,1.496563,0.8803711,1.273054,0.392683,0.6161919,43.0983746679468
0,0,0,0,1237661083199473010,50.2187891416578,40.8218377553388,16.5511,16.21135,1.605177,2.048006,1.908499,1.053564,1.509945,0.4563808,0.8549347,43.2580995999881
0,0,0,0,1237661056355730682,50.8726973633063,41.7251217520325,17.06355,16.61825,1.295138,2.169674,1.692694,1.007315,1.35305,0.3457355,0.685379,43.4394332755919
0,0,0,0,1237661083199538263,50.4410055155298,40.8919141993069,16.74638,16.41858,1.634374,2.015545,1.927032,1.068163,1.543236,0.4750729,0.8588696,43.4402882778211
0,0,0,0,1237661060111467767,50.9235265983509,41.5222155244742,18.26587,17.81514,0.6837358,1.417189,1.086142,0.6970978,0.9087009,0.2116032,0.3890438,43.8871958221521
0,0,0,0,1237661055818990429,50.9058912284345,41.3664650588926,17.20432,16.78527,1.720221,1.97197,2.094337,1.089518,1.63682,0.5473022,1.00482,44.0312494254831
0,0,0,0,1237661083199472188,50.1844055986588,40.8007587515615,16.81091,16.47613,0.6368989,1.46837,0.9357853,0.5863762,0.8231258,0.2367496,0.3494091,44.0687339853216
0,0,0,0,1237661121850901163,48.9999795273873,41.2875102706543,16.52428,16.17855,0.6117339,1.310324,0.920393,0.5720692,0.7883358,0.2162666,0.3483238,44.7064602832941
0,0,0,0,1237661059574006457,49.1675257811761,41.9823818208255,16.1691,15.81094,0.5144444,1.367605,0.8342075,0.5344448,0.7086182,0.1741734,0.2997627,44.8260747258114
0,0,0,0,1237661055281463492,49.0304654578195,41.8135750584925,17.20103,16.86689,1.604375,2.440319,1.902685,1.039598,1.527464,0.4878654,0.8630867,44.8516640314823
